date,region,cum_cases,cum_deaths
2020-07-09,Melilla,127,2
2020-07-10,Melilla,127,2
2020-07-11,Melilla,127,2
2020-07-12,Melilla,127,2
2020-07-13,Melilla,127,2
2020-07-14,Melilla,129,2
2020-07-15,Melilla,129,2
2020-07-16,Melilla,130,2
2020-07-17,Melilla,130,2
2020-07-18,Melilla,130,2
2020-07-19,Melilla,130,2
2020-07-20,Melilla,130,2
2020-07-21,Melilla,130,2
2020-07-22,Melilla,130,2
2020-07-23,Melilla,130,2
2020-07-24,Melilla,130,2
2020-07-25,Melilla,130,2
2020-07-26,Melilla,130,2
2020-07-27,Melilla,130,2
2020-07-28,Melilla,130,2
2020-07-29,Melilla,130,2
2020-07-30,Melilla,133,2
2020-07-31,Melilla,137,2
2020-08-01,Melilla,140,2
2020-08-02,Melilla,140,2
2020-08-03,Melilla,141,2
2020-08-04,Melilla,145,2
2020-08-05,Melilla,149,2
2020-08-06,Melilla,151,2
2020-08-07,Melilla,157,2
2020-08-08,Melilla,157,2
2020-08-09,Melilla,162,2
2020-08-10,Melilla,174,2
2020-08-11,Melilla,180,2
2020-08-12,Melilla,182,2
2020-08-13,Melilla,188,2
2020-08-14,Melilla,192,2
2020-08-15,Melilla,200,2
2020-08-16,Melilla,205,2
2020-08-17,Melilla,205,2
2020-08-18,Melilla,205,2
2020-08-19,Melilla,221,2
2020-08-20,Melilla,226,2
2020-08-21,Melilla,230,2
2020-08-22,Melilla,238,2
2020-08-23,Melilla,263,2
2020-08-24,Melilla,275,2
2020-08-25,Melilla,288,2
2020-08-26,Melilla,296,2
2020-08-27,Melilla,305,2
2020-08-28,Melilla,319,2
2020-08-29,Melilla,338,2
2020-08-30,Melilla,347,2
2020-08-31,Melilla,358,2
2020-09-01,Melilla,381,2
2020-09-02,Melilla,398,2
2020-09-03,Melilla,420,3
2020-09-04,Melilla,445,3
2020-09-05,Melilla,457,3
2020-09-06,Melilla,470,3
2020-09-07,Melilla,481,3
2020-09-08,Melilla,513,3
2020-09-09,Melilla,554,3
2020-09-10,Melilla,585,3
2020-09-11,Melilla,611,3
2020-09-12,Melilla,634,4
2020-09-13,Melilla,649,4
2020-09-14,Melilla,665,4
2020-09-15,Melilla,669,4
2020-09-16,Melilla,675,4
2020-09-17,Melilla,679,4
2020-09-18,Melilla,704,4
2020-09-19,Melilla,730,4
2020-09-20,Melilla,758,4
2020-09-21,Melilla,783,4
2020-09-22,Melilla,830,4
2020-09-23,Melilla,857,4
2020-09-24,Melilla,881,4
2020-09-25,Melilla,912,5
2020-09-26,Melilla,931,5
2020-09-27,Melilla,969,5
2020-09-28,Melilla,985,5
2020-09-29,Melilla,1031,5
2020-09-30,Melilla,1062,5
2020-10-01,Melilla,1092,5
2020-10-02,Melilla,1123,5
2020-10-03,Melilla,1140,5
2020-10-04,Melilla,1162,5
2020-10-05,Melilla,1190,5
2020-10-06,Melilla,1224,6
2020-10-07,Melilla,1264,6
2020-10-08,Melilla,1321,6
2020-10-09,Melilla,1369,8
2020-10-10,Melilla,1426,8
2020-10-11,Melilla,1469,8
2020-10-12,Melilla,1493,9
2020-10-13,Melilla,1519,9
2020-10-14,Melilla,1561,9
2020-10-15,Melilla,1661,10
2020-10-16,Melilla,1746,10
2020-10-17,Melilla,1797,10
2020-10-18,Melilla,1878,10
2020-10-19,Melilla,1943,10
2020-10-20,Melilla,1999,10
2020-10-21,Melilla,2083,10
2020-10-22,Melilla,2165,10
2020-10-23,Melilla,2302,10
2020-10-24,Melilla,2403,12
2020-10-25,Melilla,2464,12
2020-10-26,Melilla,2547,12
2020-10-27,Melilla,2636,13
2020-10-28,Melilla,2729,14
2020-10-29,Melilla,2819,15
2020-10-30,Melilla,2947,17
2020-10-31,Melilla,3049,20
2020-11-01,Melilla,3121,20
2020-11-02,Melilla,3176,23
2020-11-03,Melilla,3247,24
2020-11-04,Melilla,3293,26
2020-11-05,Melilla,3352,26
2020-11-06,Melilla,3404,28
2020-11-07,Melilla,3432,30
2020-11-08,Melilla,3449,30
2020-11-09,Melilla,3490,30
2020-11-10,Melilla,3540,30
2020-11-11,Melilla,3594,32
2020-11-12,Melilla,3619,32
2020-11-13,Melilla,3642,34
2020-11-14,Melilla,3695,34
2020-11-15,Melilla,3713,35
2020-11-16,Melilla,3738,35
2020-11-17,Melilla,3767,36
2020-11-18,Melilla,3815,36
2020-11-19,Melilla,3849,37
2020-11-20,Melilla,3893,37
2020-11-21,Melilla,3915,37
2020-11-22,Melilla,3921,38
2020-11-23,Melilla,3949,38
2020-11-24,Melilla,3983,39
2020-11-25,Melilla,3998,39
2020-11-26,Melilla,4018,40
2020-11-27,Melilla,4044,40
2020-11-28,Melilla,4056,40
2020-11-29,Melilla,4061,41
2020-11-30,Melilla,4085,41
2020-12-01,Melilla,4107,42
2020-12-02,Melilla,4138,43
2020-12-03,Melilla,4147,43
2020-12-04,Melilla,4165,43
2020-12-05,Melilla,4168,43
2020-12-06,Melilla,4174,43
2020-12-07,Melilla,4183,43
2020-12-08,Melilla,4190,43
2020-12-09,Melilla,4216,43
2020-12-10,Melilla,4241,43
2020-12-11,Melilla,4255,43
2020-12-12,Melilla,4261,43
2020-12-13,Melilla,4262,43
2020-12-14,Melilla,4288,43
2020-12-15,Melilla,4320,43
2020-12-16,Melilla,4342,43
2020-12-17,Melilla,4369,43
2020-12-18,Melilla,4372,43
2020-12-19,Melilla,4376,43
2020-12-20,Melilla,4379,43
2020-12-21,Melilla,4401,43
2020-12-22,Melilla,4421,43
2020-12-23,Melilla,4440,43
2020-12-24,Melilla,4444,43
2020-12-25,Melilla,4454,43
2020-12-26,Melilla,4456,43
2020-12-27,Melilla,4459,43
2020-12-28,Melilla,4496,43
2020-12-29,Melilla,4514,43
2020-12-30,Melilla,4542,45
2020-12-31,Melilla,4565,45
2020-01-01,Murcia,0,0
2020-01-02,Murcia,0,0
2020-01-03,Murcia,0,0
2020-01-04,Murcia,0,0
2020-01-05,Murcia,0,0
2020-01-06,Murcia,0,0
2020-01-07,Murcia,0,0
2020-01-08,Murcia,0,0
2020-01-09,Murcia,0,0
2020-01-10,Murcia,0,0
2020-01-11,Murcia,0,0
2020-01-12,Murcia,1,0
2020-01-13,Murcia,1,0
2020-01-14,Murcia,1,0
2020-01-15,Murcia,1,0
2020-01-16,Murcia,1,0
2020-01-17,Murcia,1,0
2020-01-18,Murcia,1,0
2020-01-19,Murcia,1,0
2020-01-20,Murcia,1,0
2020-01-21,Murcia,1,0
2020-01-22,Murcia,1,0
2020-01-23,Murcia,1,0
2020-01-24,Murcia,1,0
2020-01-25,Murcia,1,0
2020-01-26,Murcia,1,0
2020-01-27,Murcia,1,0
2020-01-28,Murcia,1,0
2020-01-29,Murcia,1,0
2020-01-30,Murcia,1,0
2020-01-31,Murcia,1,0
2020-02-01,Murcia,1,0
2020-02-02,Murcia,1,0
2020-02-03,Murcia,1,0
2020-02-04,Murcia,1,0
2020-02-05,Murcia,1,0
2020-02-06,Murcia,1,0
2020-02-07,Murcia,1,0
2020-02-08,Murcia,1,0
2020-02-09,Murcia,1,0
2020-02-10,Murcia,1,0
2020-02-11,Murcia,1,0
2020-02-12,Murcia,1,0
2020-02-13,Murcia,1,0
2020-02-14,Murcia,1,0
2020-02-15,Murcia,1,0
2020-02-16,Murcia,1,0
2020-02-17,Murcia,1,0
2020-02-18,Murcia,1,0
2020-02-19,Murcia,1,0
2020-02-20,Murcia,1,0
2020-02-21,Murcia,1,0
2020-02-22,Murcia,1,0
2020-02-23,Murcia,1,0
2020-02-24,Murcia,1,0
2020-02-25,Murcia,1,0
2020-02-26,Murcia,1,0
2020-02-27,Murcia,1,0
2020-02-28,Murcia,1,0
2020-02-29,Murcia,1,0
2020-03-01,Murcia,1,0
2020-03-02,Murcia,1,0
2020-03-03,Murcia,1,0
2020-03-04,Murcia,1,0
2020-03-05,Murcia,1,0
2020-03-06,Murcia,1,0
2020-03-07,Murcia,1,0
2020-03-08,Murcia,3,0
2020-03-09,Murcia,7,0
2020-03-10,Murcia,11,0
2020-03-11,Murcia,24,0
2020-03-12,Murcia,36,0
2020-03-13,Murcia,47,0
2020-03-14,Murcia,72,0
2020-03-15,Murcia,92,0
2020-03-16,Murcia,113,0
2020-03-17,Murcia,155,0
2020-03-18,Murcia,193,0
2020-03-19,Murcia,229,0
2020-03-20,Murcia,278,1
2020-03-21,Murcia,337,1
2020-03-22,Murcia,371,3
2020-03-23,Murcia,438,3
2020-03-24,Murcia,582,7
2020-03-25,Murcia,666,10
2020-03-26,Murcia,767,19
2020-03-27,Murcia,845,25
2020-03-28,Murcia,913,31
2020-03-29,Murcia,963,40
2020-03-30,Murcia,1019,43
2020-03-31,Murcia,1072,49
2020-04-01,Murcia,1108,53
2020-04-02,Murcia,1172,60
2020-04-03,Murcia,1216,67
2020-04-04,Murcia,1262,72
2020-04-05,Murcia,1281,86
2020-04-06,Murcia,1315,91
2020-04-07,Murcia,1346,95
2020-04-08,Murcia,1374,101
2020-04-09,Murcia,1412,103
2020-04-10,Murcia,1425,106
2020-04-11,Murcia,1436,109
2020-04-12,Murcia,1446,112
2020-04-13,Murcia,1459,114
2020-04-14,Murcia,1482,117
2020-04-15,Murcia,1495,117
2020-04-16,Murcia,1500,119
2020-04-17,Murcia,1507,123
2020-04-18,Murcia,1516,124
2020-04-19,Murcia,1516,126
2020-04-20,Murcia,1524,126
2020-04-21,Murcia,1532,128
2020-04-22,Murcia,1536,129
2020-04-23,Murcia,1547,130
2020-04-24,Murcia,1555,131
2020-04-25,Murcia,1557,132
2020-04-26,Murcia,1558,134
2020-04-27,Murcia,1565,134
2020-04-28,Murcia,1572,134
2020-04-29,Murcia,1581,134
2020-04-30,Murcia,1585,136
2020-05-01,Murcia,1587,137
2020-05-02,Murcia,1588,140
2020-05-03,Murcia,1588,140
2020-05-04,Murcia,1595,140
2020-05-05,Murcia,1605,141
2020-05-06,Murcia,1611,141
2020-05-07,Murcia,1616,142
2020-05-08,Murcia,1625,142
2020-05-09,Murcia,1626,142
2020-05-10,Murcia,1630,142
2020-05-11,Murcia,1633,142
2020-05-12,Murcia,1641,143
2020-05-13,Murcia,1647,143
2020-05-14,Murcia,1658,144
2020-05-15,Murcia,1663,144
2020-05-16,Murcia,1664,144
2020-05-17,Murcia,1668,145
2020-05-18,Murcia,1671,145
2020-05-19,Murcia,1676,145
2020-05-20,Murcia,1681,145
2020-05-21,Murcia,1683,146
2020-05-22,Murcia,1686,146
2020-05-23,Murcia,1689,146
2020-05-24,Murcia,1695,146
2020-05-25,Murcia,1695,146
2020-05-26,Murcia,1698,146
2020-05-27,Murcia,1702,146
2020-05-28,Murcia,1706,146
2020-05-29,Murcia,1708,146
2020-05-30,Murcia,1709,146
2020-05-31,Murcia,1709,146
2020-06-01,Murcia,1713,146
2020-06-02,Murcia,1716,146
2020-06-03,Murcia,1721,146
2020-06-04,Murcia,1723,146
2020-06-05,Murcia,1725,146
2020-06-06,Murcia,1726,146
2020-06-07,Murcia,1727,146
2020-06-08,Murcia,1731,147
2020-06-09,Murcia,1733,147
2020-06-10,Murcia,1734,147
2020-06-11,Murcia,1735,147
2020-06-12,Murcia,1735,147
2020-06-13,Murcia,1736,147
2020-06-14,Murcia,1736,147
2020-06-15,Murcia,1737,147
2020-06-16,Murcia,1739,147
2020-06-17,Murcia,1742,147
2020-06-18,Murcia,1747,147
2020-06-19,Murcia,1751,147
2020-06-20,Murcia,1755,147
2020-06-21,Murcia,1759,147
2020-06-22,Murcia,1760,147
2020-06-23,Murcia,1762,147
2020-06-24,Murcia,1765,147
2020-06-25,Murcia,1769,147
2020-06-26,Murcia,1777,147
2020-06-27,Murcia,1783,147
2020-06-28,Murcia,1787,147
2020-06-29,Murcia,1791,147
2020-06-30,Murcia,1799,147
2020-07-01,Murcia,1802,148
2020-07-02,Murcia,1808,148
2020-07-03,Murcia,1811,148
2020-07-04,Murcia,1814,148
2020-07-05,Murcia,1816,148
2020-07-06,Murcia,1819,148
2020-07-07,Murcia,1827,148
2020-07-08,Murcia,1838,148
2020-07-09,Murcia,1843,148
2020-07-10,Murcia,1852,148
2020-07-11,Murcia,1871,148
2020-07-12,Murcia,1880,148
2020-07-13,Murcia,1884,148
2020-07-14,Murcia,1888,148
2020-07-15,Murcia,1893,148
2020-07-16,Murcia,1912,148
2020-07-17,Murcia,1935,148
2020-07-18,Murcia,1950,148
2020-07-19,Murcia,1979,148
2020-07-20,Murcia,1991,148
2020-07-21,Murcia,2022,148
2020-07-22,Murcia,2094,148
2020-07-23,Murcia,2165,148
2020-07-24,Murcia,2232,148
2020-07-25,Murcia,2306,148
2020-07-26,Murcia,2349,148
2020-07-27,Murcia,2383,148
2020-07-28,Murcia,2436,148
2020-07-29,Murcia,2531,148
2020-07-30,Murcia,2597,148
2020-07-31,Murcia,2650,148
2020-08-01,Murcia,2726,148
2020-08-02,Murcia,2771,148
2020-08-03,Murcia,2811,148
2020-08-04,Murcia,2905,148
2020-08-05,Murcia,2981,148
2020-08-06,Murcia,3065,148
2020-08-07,Murcia,3168,148
2020-08-08,Murcia,3247,148
2020-08-09,Murcia,3288,148
2020-08-10,Murcia,3330,148
2020-08-11,Murcia,3455,149
2020-08-12,Murcia,3578,149
2020-08-13,Murcia,3732,149
2020-08-14,Murcia,3880,149
2020-08-15,Murcia,4020,151
2020-08-16,Murcia,4100,151
2020-08-17,Murcia,4198,151
2020-08-18,Murcia,4304,152
2020-08-19,Murcia,4434,152
2020-08-20,Murcia,4615,153
2020-08-21,Murcia,4909,153
2020-08-22,Murcia,5173,153
2020-08-23,Murcia,5358,153
2020-08-24,Murcia,5513,154
2020-08-25,Murcia,5820,155
2020-08-26,Murcia,6088,155
2020-08-27,Murcia,6414,156
2020-08-28,Murcia,6775,156
2020-08-29,Murcia,7033,156
2020-08-30,Murcia,7317,156
2020-08-31,Murcia,7577,156
2020-09-01,Murcia,7892,157
2020-09-02,Murcia,8336,157
2020-09-03,Murcia,8738,159
2020-09-04,Murcia,9156,160
2020-09-05,Murcia,9559,160
2020-09-06,Murcia,9856,163
2020-09-07,Murcia,10123,164
2020-09-08,Murcia,10495,166
2020-09-09,Murcia,10981,168
2020-09-10,Murcia,11422,174
2020-09-11,Murcia,11888,178
2020-09-12,Murcia,12342,180
2020-09-13,Murcia,12795,183
2020-09-14,Murcia,13332,184
2020-09-15,Murcia,13828,191
2020-09-16,Murcia,14285,191
2020-09-17,Murcia,14925,193
2020-09-18,Murcia,15538,193
2020-09-19,Murcia,16093,196
2020-09-20,Murcia,16371,196
2020-09-21,Murcia,16673,199
2020-09-22,Murcia,17130,202
2020-09-23,Murcia,17596,205
2020-09-24,Murcia,18277,208
2020-09-25,Murcia,18714,210
2020-09-26,Murcia,19192,213
2020-09-27,Murcia,19564,215
2020-09-28,Murcia,19813,216
2020-09-29,Murcia,20197,220
2020-09-30,Murcia,20595,223
2020-10-01,Murcia,21016,224
2020-10-02,Murcia,21453,226
2020-10-03,Murcia,21888,227
2020-10-04,Murcia,22248,231
2020-10-05,Murcia,22604,232
2020-10-06,Murcia,23102,233
2020-10-07,Murcia,23571,238
2020-10-08,Murcia,23999,241
2020-10-09,Murcia,24431,243
2020-10-10,Murcia,24794,248
2020-10-11,Murcia,25172,254
2020-10-12,Murcia,25495,257
2020-10-13,Murcia,25879,260
2020-10-14,Murcia,26579,262
2020-10-15,Murcia,27175,264
2020-10-16,Murcia,27741,269
2020-10-17,Murcia,28445,272
2020-10-18,Murcia,28778,277
2020-10-19,Murcia,29240,283
2020-10-20,Murcia,29964,285
2020-10-21,Murcia,30708,289
2020-10-22,Murcia,31553,295
2020-10-23,Murcia,32573,298
2020-10-24,Murcia,33339,304
2020-10-25,Murcia,33929,314
2020-10-26,Murcia,34538,323
2020-10-27,Murcia,35514,332
2020-10-28,Murcia,36412,338
2020-10-29,Murcia,37303,347
2020-10-30,Murcia,38325,355
2020-10-31,Murcia,39112,366
2020-11-01,Murcia,39647,380
2020-11-02,Murcia,40299,393
2020-11-03,Murcia,41407,399
2020-11-04,Murcia,42358,413
2020-11-05,Murcia,43398,427
2020-11-06,Murcia,44462,437
2020-11-07,Murcia,45304,450
2020-11-08,Murcia,45695,465
2020-11-09,Murcia,46538,477
2020-11-10,Murcia,47445,484
2020-11-11,Murcia,48323,497
2020-11-12,Murcia,49062,510
2020-11-13,Murcia,49691,518
2020-11-14,Murcia,50149,527
2020-11-15,Murcia,50418,531
2020-11-16,Murcia,50856,542
2020-11-17,Murcia,51375,553
2020-11-18,Murcia,51867,567
2020-11-19,Murcia,52237,578
2020-11-20,Murcia,52549,586
2020-11-21,Murcia,52838,592
2020-11-22,Murcia,52920,601
2020-11-23,Murcia,53168,610
2020-11-24,Murcia,53445,618
2020-11-25,Murcia,53728,625
2020-11-26,Murcia,53991,631
2020-11-27,Murcia,54239,635
2020-11-28,Murcia,54406,637
2020-11-29,Murcia,54450,641
2020-11-30,Murcia,54628,644
2020-12-01,Murcia,54877,651
2020-12-02,Murcia,55104,654
2020-12-03,Murcia,55258,657
2020-12-04,Murcia,55478,661
2020-12-05,Murcia,55648,667
2020-12-06,Murcia,55671,671
2020-12-07,Murcia,55782,677
2020-12-08,Murcia,55846,682
2020-12-09,Murcia,56062,686
2020-12-10,Murcia,56286,691
2020-12-11,Murcia,56541,697
2020-12-12,Murcia,56699,702
2020-12-13,Murcia,56779,702
2020-12-14,Murcia,56990,707
2020-12-15,Murcia,57172,709
2020-12-16,Murcia,57382,714
2020-12-17,Murcia,57580,714
2020-12-18,Murcia,57793,722
2020-12-19,Murcia,57949,724
2020-12-20,Murcia,57983,728
2020-12-21,Murcia,58191,732
2020-12-22,Murcia,58460,734
2020-12-23,Murcia,58750,736
2020-12-24,Murcia,58997,738
2020-12-25,Murcia,59097,744
2020-12-26,Murcia,59263,749
2020-12-27,Murcia,59364,751
2020-12-28,Murcia,59739,753
2020-12-29,Murcia,60223,757
2020-12-30,Murcia,60782,765
2020-12-31,Murcia,61345,770
2020-01-01,Navarra,0,0
2020-01-02,Navarra,0,0
2020-01-03,Navarra,0,0
2020-01-04,Navarra,0,0
2020-01-05,Navarra,0,0
2020-01-06,Navarra,0,0
2020-01-07,Navarra,0,0
2020-01-08,Navarra,0,0
2020-01-09,Navarra,0,0
2020-01-10,Navarra,0,0
2020-01-11,Navarra,0,0
2020-01-12,Navarra,0,0
2020-01-13,Navarra,0,0
2020-01-14,Navarra,0,0
2020-01-15,Navarra,0,0
2020-01-16,Navarra,0,0
2020-01-17,Navarra,0,0
2020-01-18,Navarra,0,0
2020-01-19,Navarra,0,0
2020-01-20,Navarra,0,0
2020-01-21,Navarra,0,0
2020-01-22,Navarra,0,0
2020-01-23,Navarra,0,0
2020-01-24,Navarra,0,0
2020-01-25,Navarra,0,0
2020-01-26,Navarra,0,0
2020-01-27,Navarra,0,0
2020-01-28,Navarra,0,0
2020-01-29,Navarra,0,0
2020-01-30,Navarra,0,0
2020-01-31,Navarra,0,0
2020-02-01,Navarra,0,0
2020-02-02,Navarra,0,0
2020-02-03,Navarra,0,0
2020-02-04,Navarra,0,0
2020-02-05,Navarra,0,0
2020-02-06,Navarra,0,0
2020-02-07,Navarra,0,0
2020-02-08,Navarra,0,0
2020-02-09,Navarra,0,0
2020-02-10,Navarra,0,0
2020-02-11,Navarra,0,0
2020-02-12,Navarra,0,0
2020-02-13,Navarra,0,0
2020-02-14,Navarra,0,0
2020-02-15,Navarra,0,0
2020-02-16,Navarra,0,0
2020-02-17,Navarra,0,0
2020-02-18,Navarra,0,0
2020-02-19,Navarra,0,0
2020-02-20,Navarra,0,0
2020-02-21,Navarra,0,0
2020-02-22,Navarra,0,0
2020-02-23,Navarra,0,0
2020-02-24,Navarra,0,0
2020-02-25,Navarra,0,0
2020-02-26,Navarra,0,0
2020-02-27,Navarra,1,0
2020-02-28,Navarra,2,0
2020-02-29,Navarra,3,0
2020-03-01,Navarra,3,0
2020-03-02,Navarra,4,0
2020-03-03,Navarra,4,0
2020-03-04,Navarra,4,0
2020-03-05,Navarra,5,0
2020-03-06,Navarra,5,0
2020-03-07,Navarra,6,0
2020-03-08,Navarra,10,0
2020-03-09,Navarra,25,0
2020-03-10,Navarra,52,0
2020-03-11,Navarra,79,0
2020-03-12,Navarra,119,0
2020-03-13,Navarra,168,0
2020-03-14,Navarra,210,1
2020-03-15,Navarra,285,2
2020-03-16,Navarra,345,3
2020-03-17,Navarra,415,4
2020-03-18,Navarra,520,7
2020-03-19,Navarra,611,9
2020-03-20,Navarra,730,14
2020-03-21,Navarra,850,18
2020-03-22,Navarra,937,27
2020-03-23,Navarra,1097,36
2020-03-24,Navarra,1286,46
2020-03-25,Navarra,1483,58
2020-03-26,Navarra,1712,75
2020-03-27,Navarra,1877,87
2020-03-28,Navarra,2012,109
2020-03-29,Navarra,2170,122
2020-03-30,Navarra,2337,137
2020-03-31,Navarra,2528,152
2020-04-01,Navarra,2694,163
2020-04-02,Navarra,2843,176
2020-04-03,Navarra,2960,194
2020-04-04,Navarra,3066,201
2020-04-05,Navarra,3239,220
2020-04-06,Navarra,3336,236
2020-04-07,Navarra,3528,256
2020-04-08,Navarra,3656,268
2020-04-09,Navarra,3780,285
2020-04-10,Navarra,3919,298
2020-04-11,Navarra,4006,317
2020-04-12,Navarra,4136,328
2020-04-13,Navarra,4189,350
2020-04-14,Navarra,4259,361
2020-04-15,Navarra,4344,376
2020-04-16,Navarra,4389,386
2020-04-17,Navarra,4432,400
2020-04-18,Navarra,4496,414
2020-04-19,Navarra,4559,425
2020-04-20,Navarra,4601,430
2020-04-21,Navarra,4646,440
2020-04-22,Navarra,4690,448
2020-04-23,Navarra,4743,456
2020-04-24,Navarra,4785,462
2020-04-25,Navarra,4855,468
2020-04-26,Navarra,4880,471
2020-04-27,Navarra,4911,477
2020-04-28,Navarra,4943,483
2020-04-29,Navarra,4973,485
2020-04-30,Navarra,5002,488
2020-05-01,Navarra,5032,493
2020-05-02,Navarra,5046,496
2020-05-03,Navarra,5069,502
2020-05-04,Navarra,5085,503
2020-05-05,Navarra,5107,507
2020-05-06,Navarra,5125,510
2020-05-07,Navarra,5156,514
2020-05-08,Navarra,5185,515
2020-05-09,Navarra,5196,516
2020-05-10,Navarra,5213,520
2020-05-11,Navarra,5222,522
2020-05-12,Navarra,5233,523
2020-05-13,Navarra,5247,525
2020-05-14,Navarra,5270,525
2020-05-15,Navarra,5280,525
2020-05-16,Navarra,5289,525
2020-05-17,Navarra,5317,525
2020-05-18,Navarra,5325,525
2020-05-19,Navarra,5338,525
2020-05-20,Navarra,5347,527
2020-05-21,Navarra,5357,527
2020-05-22,Navarra,5366,527
2020-05-23,Navarra,5381,527
2020-05-24,Navarra,5387,527
2020-05-25,Navarra,5392,527
2020-05-26,Navarra,5398,527
2020-05-27,Navarra,5413,528
2020-05-28,Navarra,5426,528
2020-05-29,Navarra,5434,528
2020-05-30,Navarra,5441,528
2020-05-31,Navarra,5446,528
2020-06-01,Navarra,5447,528
2020-06-02,Navarra,5449,528
2020-06-03,Navarra,5453,528
2020-06-04,Navarra,5462,528
2020-06-05,Navarra,5472,528
2020-06-06,Navarra,5475,528
2020-06-07,Navarra,5481,528
2020-06-08,Navarra,5482,528
2020-06-09,Navarra,5487,528
2020-06-10,Navarra,5491,528
2020-06-11,Navarra,5495,528
2020-06-12,Navarra,5498,528
2020-06-13,Navarra,5498,528
2020-06-14,Navarra,5498,528
2020-06-15,Navarra,5499,528
2020-06-16,Navarra,5505,528
2020-06-17,Navarra,5510,528
2020-06-18,Navarra,5517,528
2020-06-19,Navarra,5525,528
2020-06-20,Navarra,5528,528
2020-06-21,Navarra,5549,528
2020-06-22,Navarra,5562,528
2020-06-23,Navarra,5573,528
2020-06-24,Navarra,5581,528
2020-06-25,Navarra,5588,528
2020-06-26,Navarra,5597,528
2020-06-27,Navarra,5606,528
2020-06-28,Navarra,5610,528
2020-06-29,Navarra,5610,528
2020-06-30,Navarra,5615,528
2020-07-01,Navarra,5623,528
2020-07-02,Navarra,5625,528
2020-07-03,Navarra,5628,528
2020-07-04,Navarra,5630,528
2020-07-05,Navarra,5634,528
2020-07-06,Navarra,5637,528
2020-07-07,Navarra,5642,528
2020-07-08,Navarra,5646,528
2020-07-09,Navarra,5672,528
2020-07-10,Navarra,5700,528
2020-07-11,Navarra,5735,528
2020-07-12,Navarra,5745,528
2020-07-13,Navarra,5760,528
2020-07-14,Navarra,5777,528
2020-07-15,Navarra,5826,529
2020-07-16,Navarra,5880,529
2020-07-17,Navarra,5937,529
2020-07-18,Navarra,5998,529
2020-07-19,Navarra,6028,529
2020-07-20,Navarra,6111,529
2020-07-21,Navarra,6237,529
2020-07-22,Navarra,6303,529
2020-07-23,Navarra,6397,529
2020-07-24,Navarra,6460,529
2020-07-25,Navarra,6541,529
2020-07-26,Navarra,6635,529
2020-07-27,Navarra,6676,529
2020-07-28,Navarra,6713,529
2020-07-29,Navarra,6773,529
2020-07-30,Navarra,6822,529
2020-07-31,Navarra,6873,529
2020-08-01,Navarra,6952,529
2020-08-02,Navarra,7028,529
2020-08-03,Navarra,7085,529
2020-08-04,Navarra,7152,529
2020-08-05,Navarra,7232,529
2020-08-06,Navarra,7338,529
2020-08-07,Navarra,7437,530
2020-08-08,Navarra,7524,530
2020-08-09,Navarra,7659,530
2020-08-10,Navarra,7699,531
2020-08-11,Navarra,7856,531
2020-08-12,Navarra,7937,532
2020-08-13,Navarra,8046,532
2020-08-14,Navarra,8139,532
2020-08-15,Navarra,8297,532
2020-08-16,Navarra,8357,532
2020-08-17,Navarra,8405,532
2020-08-18,Navarra,8486,532
2020-08-19,Navarra,8603,532
2020-08-20,Navarra,8701,532
2020-08-21,Navarra,8857,532
2020-08-22,Navarra,8966,533
2020-08-23,Navarra,9058,533
2020-08-24,Navarra,9152,533
2020-08-25,Navarra,9271,533
2020-08-26,Navarra,9516,533
2020-08-27,Navarra,9685,533
2020-08-28,Navarra,9849,533
2020-08-29,Navarra,10002,534
2020-08-30,Navarra,10132,534
2020-08-31,Navarra,10279,535
2020-09-01,Navarra,10418,536
2020-09-02,Navarra,10539,536
2020-09-03,Navarra,10704,536
2020-09-04,Navarra,10892,539
2020-09-05,Navarra,11160,539
2020-09-06,Navarra,11272,540
2020-09-07,Navarra,11533,540
2020-09-08,Navarra,11734,540
2020-09-09,Navarra,12079,541
2020-09-10,Navarra,12394,542
2020-09-11,Navarra,12697,543
2020-09-12,Navarra,12981,546
2020-09-13,Navarra,13262,548
2020-09-14,Navarra,13575,549
2020-09-15,Navarra,13874,550
2020-09-16,Navarra,14103,552
2020-09-17,Navarra,14386,555
2020-09-18,Navarra,14708,558
2020-09-19,Navarra,14904,560
2020-09-20,Navarra,15267,561
2020-09-21,Navarra,15629,566
2020-09-22,Navarra,16055,567
2020-09-23,Navarra,16415,567
2020-09-24,Navarra,16750,568
2020-09-25,Navarra,17118,570
2020-09-26,Navarra,17480,572
2020-09-27,Navarra,17744,576
2020-09-28,Navarra,18066,578
2020-09-29,Navarra,18338,581
2020-09-30,Navarra,18567,585
2020-10-01,Navarra,18912,590
2020-10-02,Navarra,19161,594
2020-10-03,Navarra,19446,595
2020-10-04,Navarra,19753,597
2020-10-05,Navarra,20032,602
2020-10-06,Navarra,20301,605
2020-10-07,Navarra,20718,609
2020-10-08,Navarra,21195,615
2020-10-09,Navarra,21673,619
2020-10-10,Navarra,22107,621
2020-10-11,Navarra,22666,623
2020-10-12,Navarra,23045,627
2020-10-13,Navarra,23454,629
2020-10-14,Navarra,23943,637
2020-10-15,Navarra,24503,642
2020-10-16,Navarra,25065,649
2020-10-17,Navarra,25496,653
2020-10-18,Navarra,26042,655
2020-10-19,Navarra,26646,661
2020-10-20,Navarra,27080,669
2020-10-21,Navarra,27717,673
